链接,名字,组成,用法,功效,主治
http://www.zhongyoo.com/fangji/hljdt_1046.html,黄连解毒汤,组成】黄连三两(9g)、黄芩、黄柏各二两(各6g)、栀子(擘)十四枚(9g)。,用法】上四味切，以水六升，煮取二升，分二服。现代用法：水煎服。,功效】泻火解毒。,主治】三焦火毒热盛证。大热烦躁，口燥咽干，错语不眠，或热病吐血、衄血，或热甚发斑，或身热下利，或湿热黄疸，或外科疮疡疔毒，小便黄赤，舌红苔黄，脉数有力。
http://www.zhongyoo.com/fangji/bxhpt_1040.html,半夏厚朴汤,组成】半夏一升(12g)、厚朴三两(9g) 、茯苓四两(12g)、生姜五两(15g) 、苏叶二两(6g)。,用法】以水七升，煮取四升，分温四服，日三夜一服。现代用法：水煎服。,功效】行气散结，降逆化痰。,主治】梅核气。咽中如有物阻，咯吐不出，吞咽不下，胸胁满闷，或咳或呕，舌苔白润或滑腻，脉滑或弦。方解】本方主治梅核气是由情志不畅，痰气互结咽喉所致。情志不畅，肝气郁结，致肺胃宣降失常，聚津为痰，气郁痰阻，互结于咽喉，故咽中如有物阻，咯吐不出，吞咽不下，胸胁满闷；痰气上逆，肺、胃失和，则或咳或呕；舌苔白润或滑腻，脉滑或弦，均为痰阻气滞之征。气不行则郁难开，痰不化则结难散，故治宜化痰、行气兼顾，使气行则郁开，痰化则结散。方中半夏化痰开结，降逆和胃，重在降逆；厚朴下气除满，以散胸中滞气，重在行气，二者相伍，一化痰结，一行气滞，痰气并治，使痰降则气行，郁开则痰降，共为君药。茯苓渗湿健脾，助半夏祛湿化痰；苏叶芳香宣肺，顺气宽胸，宣通胸中之郁结之气，助厚朴顺气宽胸，共为臣药。生姜和胃降逆止呕，且制半夏之毒，为佐药。五药辛苦合用，辛以开结，苦能降逆，温以化痰，共奏行气散结，降逆化痰之功。
http://www.zhongyoo.com/fangji/jwqht_1033.html,九味羌活汤,组成】羌活一两半(9g)、防风一两半(9g) 、苍术一两半(9g)、细辛五分(3g) 、川芎一两(6g) 、白芷一两(6g) 、生地黄一两(6g) 、黄芩一两(6g)、甘草一两(6g)。,用法】上九味畋咀，水煎服。若急汗，热服，以羹粥投之；若缓汗，温服，而不用汤投之。现代用法：水煎温服。,功效】发汗祛湿，兼清里热。,主治】外感风寒湿邪，兼有里热证。恶寒发热，肌表无汗，头痛项强，肢体酸楚疼痛，口苦微渴，苔白或微黄，脉浮。
http://www.zhongyoo.com/fangji/bxbstmt_1027.html,半夏白术天麻汤,组成】半夏一钱五分(4.5g) 天麻茯苓橘红各一钱(各3g) 白术三钱(9g)甘草五分(1.5g),用法】加生姜一片，大枣二枚，水煎服。,功效】化痰息风，健脾祛湿。,主治】风痰上扰证。眩晕，头痛，胸闷呕恶，舌苔白腻，脉弦滑。
http://www.zhongyoo.com/fangji/bhgjt_1021.html,百合固金汤,组成】百合一钱半(4.5g)熟地黄生地黄当归身各三钱(各9g)白芍(6g)甘草(3g)各一钱桔梗玄参各八分(各2g) 贝母麦冬各一钱半(4.5g),用法】水煎服。,功效】养阴润肺，止咳化痰。,主治】肺肾阴虚，虚火上炎证。咳嗽吐痰，或痰中带血，咽喉燥痛，潮热盗汗，舌红少苔，脉细数。
http://www.zhongyoo.com/fangji/btwt_1014.html,白头翁汤,组成】 白头翁二两(15g) 、黄柏三两(12g) 、黄连三两(6g) 、秦皮三两(12g)。,用法】上药四味，以水七升，煮取二升，去滓，温服一升，不愈再服一升。现代用法：水煎服。,功效】清热解毒，凉血止痢。,主治】热毒痢疾。腹痛，里急后重，肛门灼热，下利脓血，赤多白少，渴欲饮水，舌红苔黄，脉弦数。
http://www.zhongyoo.com/fangji/agnhw_575.html,安宫牛黄丸,组成】 牛黄、郁金、犀角(水牛角浓缩粉代) 、黄连、黄芩、山栀、朱砂、雄黄各一两(30g) ，梅片、麝香各二钱五分(7.5g) ，珍珠五钱(15g) 、金箔衣。,用法】上为极细粉，炼老蜜为丸，每丸一钱(3g)，金箔为衣，蜡护。脉虚者人参汤下，脉实者，用银花、薄荷煎汤下，每服一丸。大人病重体实者，日再服，甚至日三服；小儿服半丸，不知，再服半丸。现代用法：以水牛角浓缩粉30g代犀角。以上11味，珍珠水飞或粉碎成极细粉，朱砂、雄黄分别水飞成极细粉；黄连、黄芩、栀子、郁金粉碎成细粉；将牛黄、水牛角浓缩粉、麝香、冰片研细，与上述粉末配研，过筛，混匀，加适量炼蜜制成大蜜丸，即得。每服一丸，每日1次；小儿3岁以内一次1/4丸，4岁至6岁一次1/2丸，每日1次；或遵医嘱。,功效】清热开窍，豁痰解毒。,主治】热邪内陷心包证。高热烦躁，神昏谵语，口渴唇燥，舌红或绛，脉数，以及中风昏迷、小儿惊厥属痰热内闭者。
http://www.zhongyoo.com/fangji/bzs_1001.html,八正散,组成车前子、瞿麦、扁蓄、滑石、山栀子仁 、甘草炙 、木通、大黄面裹煨，去面，切，焙，各一斤(各500g)。,用法】上为散，每服二钱，水一盏，入灯心，煎至七分，去滓，温服，食后临卧。小儿量力少少与之。现代用法：共为散剂，每服6～10g，加灯心草煎汤送服；或加灯心草作汤剂，水煎服，用量酌定。,功效】清热泻火，利水通淋。,主治】湿热淋证。尿频尿急，溺时涩痛，淋漓不畅，甚则癃闭不通，小腹胀急，口燥咽干，舌苔黄腻，脉滑数。
http://www.zhongyoo.com/fangji/wzyt_574.html,吴茱萸汤,组成】吴茱萸一升，洗(9g)人参三两(9g)大枣十二枚，擘(4枚)生姜六两，切(18g),用法】上四味，以水七升，煮取二升，去滓。温服七合，日三服。现代用法：水煎服。,功效】温中补虚，降逆止呕。,主治】虚寒呕吐。阳明胃痛，畏寒喜热，胃脘痞塞，食谷欲呕，吞酸嘈杂；或厥阴头痛，干呕，吐涎沫；或少阴吐利，手足逆冷，烦躁欲死。舌淡苔白滑，脉沉弦或迟。
http://www.zhongyoo.com/fangji/dhmdt_573.html,大黄牡丹汤,组成】大黄四两(12g)牡丹皮一两(3g)桃仁五十个(12g) 冬瓜子半升(30g) 芒硝三合(9g),用法】以水六升，煮取一升，去滓，内芒硝，再煎沸，顿服之。 现代用法：水煎服，芒硝熔化。,功效】泻热破瘀，散结消肿。,主治】肠痈初起，尚未成脓。右少腹疼痛拒按，右足屈而不伸，伸则腹痛甚，甚则局部肿痞，时时发热，自汗恶寒，舌苔黄腻，脉滑数。
http://www.zhongyoo.com/fangji/wjt_572.html,苇茎汤,组成】苇茎二升，切，加水二斗，煮取五升，去滓(60g)薏苡仁半升(30g) 瓜瓣半升(24g)桃仁三十枚(9g),用法】原方上四味畋咀，内苇汁中，煮取二升，服一升，再服，当吐如脓。现代用法：水煎服。,功效】清肺化痰，逐瘀排脓。,主治】肺痈。身有微热，咳嗽吐痰色黄，甚则咳吐腥臭脓痰，胸中隐隐作痛，舌红苔黄腻，脉滑数。
http://www.zhongyoo.com/fangji/szt_571.html,十枣汤,组成】芫花熬甘遂大戟各等分,用法】三味等分，各别捣为散。以水一升半，先煮大枣肥者十枚，取八合去滓，内药末。强人服一钱匕，赢人服半钱，温服之，平旦服。若下后病不除者，明日更服，加半钱，得快下利后，糜粥自养。现代用法：上3味各等分为末，或装入胶囊，每服0.5～1g，每日1次，以大枣10枚煎汤送服，清晨空腹服。得下之后，服糜粥以调养胃气。,功效】攻逐水饮。,主治
http://www.zhongyoo.com/fangji/shs_570.html,十灰散,组成大蓟小蓟荷叶侧柏叶茅根茜根山栀大黄牡丹皮棕榈皮各等分(各9g),用法】上药各烧灰存性，共研极细末，用纸包，碗盖于地上一夕，出火毒。用时先将白藕捣汁或萝卜汁磨京墨半碗，调服五钱(15g)，食后服下。现代用法：各药烧存性，为末。每次15g，藕汁或萝卜汁磨京墨汁适量，或温开水调服。亦可作汤剂水煎服，用量按原方比例酌定。,功效】凉血止血。,主治】血热妄行之上部出血。吐血、咯血、嗽血、衄血，血色鲜红，舌红，脉数。
http://www.zhongyoo.com/fangji/szjqt_569.html,苏子降气汤,组成紫苏子半夏汤洗七次，各二两半(各75g) 川当归去芦，两半(45g)甘草炙，二两(6g)前胡去芦厚朴去粗皮，姜汁拌炒，各一两(各30g)肉桂去皮，一两半(45g),用法】上为细末，每服二大钱(6g)，水一盏半，人生姜二片，大枣一枚，苏叶五片，同煎至八分，去滓热服，不拘时候。现代用法：方中药物用量按原方比例酌定，加生姜，枣子1个，苏叶2g，水煎服。,功效】降气平喘，祛痰止咳。,主治】上实下虚之痰喘证。咳喘短气，痰涎壅盛，痰质稀色白，胸膈满闷，或腰痛脚弱，肢体浮肿，舌苔白滑或白腻。功用鉴别】定喘汤与苏子降气汤均能化痰平喘，用治咳喘痰多证。但定喘汤长于宣肺降气定喘，清热化痰，主治痰热蕴肺，肺失宣降所致的哮喘，症见喘咳气急，痰多黄稠，微恶风寒，苔黄腻，脉滑数。而苏子降气汤长于降气平喘，温化寒痰，主治上实下虚，寒痰壅肺所致的咳喘，症见喘咳短气，痰多稀白，或腰痛脚弱，舌苔白腻。前者为痰热蕴肺，后者为寒痰壅肺。
http://www.zhongyoo.com/fangji/shxw_567.html,苏合香丸,组成】苏合香 龙脑各～两(各30g)麝香安息香用无灰酒一升熬膏青木香香附白檀香丁香沉香荜茇各二两(各60g) 熏陆香制，一两(30g)白术诃黎勒煨朱砂各二两(各60g) 乌犀屑二两(水牛角代，60g),用法】共为细末，入研药匀，用安息香膏并炼白蜜和剂，每服旋丸如梧桐子大，取井华水化服四丸(8g)；老人、小儿可服一丸。温酒化服亦可，并空心服之。现代用法：以上15味除苏合香、麝香、冰片、水牛角浓缩粉外，朱砂水飞成极细粉；其余安息香等10味药粉碎成细粉；将麝香、冰片、水牛角浓缩粉研细，与上述粉末配研，过筛、混匀。再将苏合香炖化，加适量炼蜜与水制咸水蜜丸，低温干燥；或加适量炼蜜制成大蜜丸。口服，每次1丸，小儿酌减，每日1～2次，温开水送服。昏迷不能口服者，可鼻饲给药。,功效】芳香开窍，行气止痛。,主治】寒闭证。突然昏倒，牙关紧闭，不省人事，面白肢冷，苔白脉迟；或心腹卒痛，甚则昏厥；亦治中风、中气及感受时行瘴疠之气，属于寒闭者。附】冠心苏合丸(《中国药典》2000年版)：苏合香50g 冰片105g 乳香制105g檀香210g 青木香210g 以上5味，除苏合香、冰片外，其余乳香等3粉碎成细粉，过筛；冰片研细，与上述粉末配研，过筛，混匀。另取炼蜜适量，微温后加入苏合香，搅匀，再与上述粉末混匀，制成1000丸，即得。嚼碎服，一次1丸，一日1～3次；或遵医嘱。功效：理气宽胸，止痛。主治：心绞痛，胸闷憋气属痰浊气滞血瘀者。本方是从苏合香丸筛选衍化而成，药仅5味，但兼具开窍与行气活血之效，经临床广泛应用，对心绞痛，胸闷憋气具有良好的宽胸止痛效果。
http://www.zhongyoo.com/fangji/sns_566.html,四逆散,组成甘草炙枳实破，水渍，炙干柴胡芍药各十分(各6g),用法】上四味，捣筛，白饮和服方寸匕，日三服。现代用法：水煎服。,功效】透邪解郁，疏肝理脾。,主治
http://www.zhongyoo.com/fangji/xjdht_565.html,犀角地黄汤,组成】犀角一两(水牛角代30g)生地黄八两(24g)芍药三两(12g)牡丹皮二两(9g),用法】上药四味，畋咀，以水九升，煮取三升，分三服。现代用法：作汤剂，水煎服，水牛角镑片先煎，余药后下。,功效】清热解毒，凉血散瘀。,主治
http://www.zhongyoo.com/fangji/txyf_564.html,痛泻要方,组成白术炒，三两(90g)白芍药炒，二两(60g)陈皮炒，一两五钱(45g)防风一两(30g),用法】上细切，分作八服，水煎或丸服。现代用法：作汤剂，水煎服，用量按原方比例酌减。,功效】补脾柔肝，祛湿止泻。,主治】肝郁脾虚之痛泻。肠鸣腹痛，大便泄泻，泻必腹痛，舌苔薄白，脉两关不调，弦而缓。
http://www.zhongyoo.com/fangji/twbxd_563.html,天王补心丹,组成生地黄酒洗，四两(120g)人参去芦丹参微炒玄参微炒 白茯苓去皮远志去心，炒桔梗各五钱(各15g)五味子当归身酒洗 天门冬去心 麦门冬去心柏子仁炒酸枣仁各一两(各30g),用法】上药为末，炼蜜丸如梧子大，朱砂三、五钱为衣，临卧竹叶煎汤下三钱(9g)，或龙眼肉煎汤。忌胡荽、大蒜、萝卜、鱼腥、烧酒。现代用法：为末，炼蜜为小丸，朱砂为衣，每服9g，温开水送下。,功效】滋阴养血，补心安神。,主治】阴虚血少，心神不宁证。心悸怔忡，虚烦失眠，梦遗健忘，不耐思虑，大便干燥，舌红少苔，脉细数。
http://www.zhongyoo.com/fangji/tmgty_562.html,天麻钩藤饮,组成】天麻9g 钩藤12g(后下)石决明18g(先煎)栀子黄芩各9g川牛膝12g杜仲益母革桑寄生夜交藤朱茯神各9g知识拓展】本方诞生于20世纪50年代，为高血压头痛而设。其创制者在学术上力主中西医汇通结合。提出：“在不违背中医学术辨证论治的基础上，逐步地和现代的基础医学和临床医学知识联系起来，丰富中医学的内容，提高它的理论和技术水平，更好地发挥中医学的特点”。在制方中：一方面以中医理论为指导，认为高血压头痛病因多为肝火厥逆，上攻头脑所致。故在选药上，多以平肝息风药天麻、钩藤与清肝降火药黄芩、栀子相伍。另一方面，将方中所选的中药与现代药理作用相结合，方中之黄芩、杜仲、益母草、桑寄生等均有降压作用，且西医在治疗高血压病的过程中，常用利尿剂和扩血管药物，方中之牛膝、益母草均有良好的扩血管及利尿作用，提高了方剂配伍的针对性、有效性，融合中、西医理论组成本方。,用法】水煎，分2～3次服。,功效】平肝息风，清热活血，补益肝肾。,主治】肝阳偏亢，肝风上扰证。症见头痛，眩晕，失眠，震颤，或口苦面红，舌红苔黄，脉弦或数。
http://www.zhongyoo.com/fangji/wls_561.html,五苓散,组成猪苓去皮，十八铢( 9g)泽泻一两六铢(15g)白术十八铢(9g)茯苓十八铢(9g)桂枝去皮，半两(6g),用法】捣为散，以白饮和服方寸匕，日三服，多饮暖水，汗出愈，如法将息。现代用法：共为细末，每次6g，每日3次，服后多钦开水，汗出愈。或作汤剂，水煎服。,功效】利水渗湿，温阳化气。,主治
http://www.zhongyoo.com/fangji/xfhmy_560.html, 仙方活命饮,组成白芷贝母防风赤芍当归尾甘草节皂角刺炒穿山甲炙天花粉乳香 没药各一钱(各6g)金银花陈皮各三钱(各9g),用法】上用酒一大碗，煎五、七沸服。现代用法：水煎服或水酒各半煎服。,功效】清热解毒，消肿溃坚，活血止痛。,主治】痈疡肿毒初起。患处红肿，焮痛，或身热微恶寒，舌苔薄白或微黄，脉数有力。
