链接,药名,处方,功能主治,用法用量,图片
http://www.zhongyoo.com/zhongchengyao/csjn_9158.html,参术胶囊,党参、白术、鸡内金、山楂、枳壳,功效与主治】健脾和胃，消食化滞，理气止痛。用于脾胃气滞所引起的脘腹胀痛、少气懒言、食少便溏。,用法与用量】口服，每次3～4粒，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610121H530W7.jpg
http://www.zhongyoo.com/zhongchengyao/szrhj_8608.html,酸枣仁合剂,】酸枣仁、知母、茯苓、川芎、甘草,功效与主治】清热，泻火，养血安神。用于虚烦不眠、心悸不宁、头目眩晕。,用法与用量】合剂，口服，每次10～15ml，每日3次，用时摇匀;糖浆，口服，每次15～20ml，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-161011220025T8.jpg
http://www.zhongyoo.com/zhongchengyao/_kfsp_8609.html,豨莶风湿片,豨莶草、桑寄生、威灵仙、防己、桑枝、槐枝,功效与主治】祛风除湿，通络止痛。用于四肢麻痹、腰膝无力、骨节疼痛及风湿性关节炎等。,用法与用量】口服，每次2片，每日2次。,http://www.zhongyoo.com//uploads/allimg/1610/2-161011220010P5.jpg
http://www.zhongyoo.com/zhongchengyao/wxkl_8614.html,稳心颗粒,党参、黄精、三七、琥珀、甘松,功效与主治】益气养阴，定悸复脉，活血化瘀。主治气阴两虚兼心脉瘀阻所致的心悸不宁、气短乏力、头晕心悸、胸闷胸痛，适用于心律失常之室性早搏、房性早搏等属上述证候者。,用法与用量】开水冲服，每次1袋，每日3次，4周为1个疗程，或遵医嘱。,http://www.zhongyoo.com//uploads/allimg/1610/2-16101121591QT.jpg
http://www.zhongyoo.com/zhongchengyao/grdwww_8613.html,嘎日迪五味丸,】制草乌、诃子、麝香、水菖蒲、木香,功效与主治】消“黏”，消肿，燥“协日乌素”。用于瘟热，风湿，“黏”性刺痛，偏、正头痛，白喉，炭疽，坏血病，瘰疬疮疡，黄水湿疮，湿疹，疥癣，各型皮炎、皮肤瘙痒等病证等。,用法与用量】口服，每次3～5粒，每日1次，临睡前服，或遵医嘱。,http://www.zhongyoo.com//uploads/allimg/1610/2-16101121592c13.jpg
http://www.zhongyoo.com/zhongchengyao/bdykfy_8627.html,鼻窦炎口服液,柴胡、辛夷、茯苓、薄荷、苍耳子、龙胆草等14味,功效与主治】通利鼻窍。用于鼻塞不通、流黄稠涕，急慢性鼻炎、副鼻窦炎。,用法与用量】口服，每次1支，每日3次，20天为1个疗程。,http://www.zhongyoo.com//uploads/allimg/1610/2-161011215032462.jpg
http://www.zhongyoo.com/zhongchengyao/xymcjn_8629.html,鲜益母草胶囊,】鲜益母革,功效与主治】调理月经，子宫收缩药。用于月经不调及产后子宫出血、子宫复原不全等。,用法与用量】口服，每次2～4粒，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16101121500UT.jpg
http://www.zhongyoo.com/zhongchengyao/ljfsg_8630.html,辣椒风湿膏,】辣椒、薄荷脑、冰片辅料为橡胶、羊毛脂、氧化锌、松香、蜂蜡,功效与主治】祛风散寒，舒筋活络，消肿止痛。用于关节疼痛，腰背酸痛，扭伤瘀肿及慢性关节炎和未溃破的冻疮。,用法与用量】贴于患处。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610112149551M.jpg
http://www.zhongyoo.com/zhongchengyao/jhddd_8631.html,竭红跌打酊,红花、儿茶、当归尾、白矾、苏木、芦荟、乳香、安息香、没、血竭,功效与主治】散瘀消肿，活络止痛。用于跌伤、筋骨扭伤，积瘀肿痛。,用法与用量】外用，用棉花浸药液后搽患处，每日2～3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-161011214942606.jpg
http://www.zhongyoo.com/zhongchengyao/jzgpg_8636.html,精制狗皮膏,】生川乌、防己、山奈、延胡索、透骨草、干姜、樟脑、辣椒、冰片、蟾酥、薄荷脑、水杨酸甲酯,功效与主治】舒筋，活血，散寒，止痛。用于筋骨痛、急性挫伤、扭伤、风湿痛、关节痛、胁痛、肌肉酸痛等症。,用法与用量】外用，贴患处。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610112209561I.jpg
http://www.zhongyoo.com/zhongchengyao/glj_8801.html,龟龄集,人参、鹿茸、海马、枸杞子、丁香、穿山甲，雀脑、牛膝、锁阳、熟地黄、补骨脂、菟丝子、杜仲、石燕、肉苁蓉、甘草、天冬、淫羊藿、大青盐、砂仁等,功效与主治】强身补脑，围肾补气，增进食欲。用于肾亏阳弱之记忆减退、夜梦精溢、腰酸腿软、气虚咳嗽、五更溏泻、食欲不振。,用法与用量】口服，每次0.6g，每日1次，早饭前2小时用淡盐水送服。,http://www.zhongyoo.com//uploads/allimg/1610/2-161012103545K1.jpg
http://www.zhongyoo.com/zhongchengyao/mjw_8881.html,妙济丸,】黑木耳(醋制)、当归、白芍(酒炒)、川芎、木瓜、杜仲(盐炒)、续断、川牛膝(酒蒸)、苍术、小茴香(盐炒)、木香、丁香、母丁香、乳香(制)、茯苓、土茯苓、龟甲(制),功效与主治】强筋壮骨，祛湿通络，活血止痛。用于四肢麻木拘挛、骨节疼痛、腰腿酸软。,用法与用量】用黄酒送服，每次1～2丸，每日2次。2、按照用法、用量服用，有高血压、心脏病、肝病、糖尿病、肾病等慢性病严重者、小儿、年老体虚者、孕妇或正在接受其他治疗的患者，均应在医师指导下服用。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610121124511Q.jpg
http://www.zhongyoo.com/zhongchengyao/jgcjn_8885.html,鸡骨草胶囊,】鸡骨草、茵陈、栀子、三七、人工牛黄、猪胆汁、白芍、枸杞子、大枣,功效与主治】疏肝利胆，清热解毒。用于急、慢性肝炎和胆囊炎属肝胆湿热证者。,用法与用量】胶囊，口服，每次4粒，每日3次;丸，口服，每次4丸，每日3次。均1个月为1个疗程。,http://www.zhongyoo.com//uploads/allimg/1610/2-161012112352N3.jpg
http://www.zhongyoo.com/zhongchengyao/qbjsxy_8897.html,青柏洁身洗液,苦参、黄连，蛇床子、黄柏、花椒、黄芪、何首乌、地肤子、大青叶、赤芍、当归辅料为月桂醇硫酸钠、苯钾酸,功效与主治】清热解毒，燥湿杀虫止痒。用于湿热下注所致的外阴瘙痒、外阴湿疹及滴虫性、霉菌性阴道炎致阴痒者。,用法与用量】外用，外阴瘙痒、外阴湿疹：每次2瓶盖(10ml)，每日2次，涂于阴部患处，15分钟后冲净，或加10倍量温开水洗浴阴部;阴道炎：每次2瓶盖(10ml)，加10倍温开水稀释后，用阴道冲洗器冲洗阴道，每日2次。,http://www.zhongyoo.com//uploads/allimg/1610/2-161012111914623.jpg
http://www.zhongyoo.com/zhongchengyao/kcp_8916.html,苦参片,】苦参,功效与主治】清热燥湿，杀虫止痒。用于霉菌性阴道炎和滴虫性阴道炎湿热下注所致的带下、阴痒，症见带下量多，质稠如豆腐渣样或黄色泡沫样，其气腥臭，阴道潮红、肿胀，外阴瘙痒，甚则痒痛，尿频急涩痛，口苦黏腻，大便秘结或溏而不爽、小便黄赤等。,用法与用量】片剂，口服，每次4～6片，每日3次;软膏，阴道用药，每晚1支，将软膏轻轻挤入阴道深处，连用7日为1个疗程，或遵医嘱。,http://www.zhongyoo.com//uploads/allimg/1610/2-161012141450628.jpg
http://www.zhongyoo.com/zhongchengyao/skzsy_8958.html,肾康注射液,大黄、黄芪、丹参、红花,功效与主治】降逆泄浊，益气活血，通腑利湿。适用于慢性肾功能衰竭属湿浊血瘀证，症见恶心呕吐、口中黏腻、面色晦暗、重身困倦、腰痛、纳呆、腹胀、肌肤甲错、肢体麻木、舌质紫暗或有瘀点、舌苔厚腻、脉涩或细涩。,用法与用量】静脉滴注，每次100ml，每日1次，使用时用10%葡萄糖液300ml稀释，每分钟20～30滴，疗程4周;栓剂，在每般治疗的基础上，以本品直肠给药。戴上一次性脂套，用食指将栓塞入肛门内2cm以上，每日5粒，分4次使用，早、中、晚各1粒，睡前2粒，8周为1个疗程。,http://www.zhongyoo.com//uploads/allimg/1610/2-16101215110c93.jpg
http://www.zhongyoo.com/zhongchengyao/mmjlw_8965.html,明目蒺藜丸,黄连、蒺藜(盐水炙)、旋复花、蔓剂子(微炒)、密蒙花、栀子(姜水炙)、决明子(炒)、石决明、川芎、地黄、菊花、黄柏、防风、当归、黄芩、术贼、白芷、荆芥、薄荷、连翘、赤芍、甘草、蝉蜕,功效与主治】清热散风，明日退翳。用于上焦火盛引起的暴发火眼、云蒙障翳，羞明多眵、眼边赤烂、红肿痛痒、迎风流泪。,用法与用量】口服，每次9g，每日2次。,http://www.zhongyoo.com//uploads/allimg/1610/2-161012153I9562.jpg
http://www.zhongyoo.com/zhongchengyao/gjbsw_8974.html,固精补肾丸,熟地黄、五味子、楮实子、茯苓、杜仲、远志、山茱萸、覆盆子、山、牛膝、巴戟天、菟丝子、枸杞子、石菖蒲、金樱子、小茴香、肉苁蓉、甘草,功效与主治】温补脾肾。用于脾肾虚寒之食减神疲、腰酸体倦、早泄梦遗。,用法与用量】口服，每次1丸，每日2～3次。7、按照用法用量服用，小儿应在医师指导下服用。,http://www.zhongyoo.com//uploads/allimg/1610/2-161012153436345.jpg
http://www.zhongyoo.com/zhongchengyao/yhlzsy_8975.html,岩黄连注射液,】岩黄连提取物、聚山梨酯、氯化钠,功效与主治】清热解毒。用于急慢性肝炎属肝下胆湿热证者。,用法与用量】肌内注射，每次2ml，每日1~2次;或遵医嘱。,http://www.zhongyoo.com//uploads/allimg/1610/2-161012153422913.jpg
http://www.zhongyoo.com/zhongchengyao/lhgzktj_8976.html,罗汉果止咳糖浆,】罗汉果、枇杷叶、桑白皮、白前、百部、桔梗、蒋荷油,功效与主治】祛痰止咳。用于感冒咳嗽。,用法与用量】口服，每次10~15ml，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16101215340K36.jpg
http://www.zhongyoo.com/zhongchengyao/zswkl_8980.html,制首乌颗粒,】本品为制何首乌制成的块状颗粒,功效与主治】补肝肾，益精血，乌须发，强筋骨。用于血虚萎黄、眩晕耳呜、须发早白、腰膝酸软、肢体麻木。,用法与用量】开水冲服，每次14g，每日2次。,http://www.zhongyoo.com//uploads/allimg/1610/2-161021211Z33Y.jpg
http://www.zhongyoo.com/zhongchengyao/hlsgp_8992.html,和络舒肝片,白术(炒)、白芍、三棱、香附(制)、莪术、当归、木瓜、大黄、红花、鳖甲(炙)、桃仁、郁金、菌陈、海藻、昆布、玄参、地黄、熟地黄、虎杖、土鳖虫、柴胡、制何首乌、凌霄花、蜣螂、五灵脂、黑豆、半边莲,功效与主治】疏肝理气，清化湿热，活血化瘀，滋养肝肾。用于慢性肝炎及早期肝硬化。,用法与用量】片，饭后温开水送服，每次5片，每日3次，或遵医嘱，小儿酌减;胶囊，饭后温开水送服，每次5粒，每日3次，或遵医嘱，小儿酌减。,http://www.zhongyoo.com//uploads/allimg/1610/2-161012152P1246.jpg
http://www.zhongyoo.com/zhongchengyao/jyldjn_9028.html,金茵利胆胶囊,茵陈、郁金、金钱草、枳壳,功效与主治】清热利湿，疏肝利胆。适用于肝郁气滞、肝胆湿热证引起的胁痛、胃痛、食少纳呆症状的改善。,用法与用量】口服，每次5粒，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-161012161224319.jpg
http://www.zhongyoo.com/zhongchengyao/bqjn_8582.html,痹祺胶囊,党参、白术、丹参、川芎、三七、马钱子(调制粉)等10味,功效与主治】益气养血，祛风除湿，活血止痛。用于气血不足、风湿瘀阻之肌肉关节酸痛、关节肿大、僵硬变形或肌肉萎缩、气短乏力;风湿、类风湿性关节炎，腰肌劳损，软组织损伤属上述证候者。,用法与用量】口服，一次4粒，一日2～3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-161011214413121.jpg
http://www.zhongyoo.com/zhongchengyao/yxbp_8583.html,瘀血痹片,乳香(炙)、威灵仙、红花、丹参、没(炙)、川牛膝、川草、当归、姜黄、香附(炙)、黄芪(炙),功效与主治】活血化瘀，通络定痛。用于瘀血阻络的痹证，症见肌肉关节疼痛剧烈，多呈刺痛感，部位固定不移，痛处拒按，可有硬节或瘀斑。,用法与用量】口服，每次5片，每日3次，或遵医嘱。,http://www.zhongyoo.com//uploads/allimg/1610/2-161011214401K4.jpg
http://www.zhongyoo.com/zhongchengyao/tkjp_8584.html,痰咳净片,桔梗、咖啡因、远志、冰片、苦杏仁、五倍子、甘草,功效与主治】通窍顺气，镇咳祛痰。用于痰浊阻肺所致的咳嗽、痰多、胸闷、气促喘息。急、慢性支气管炎，咽喉炎，肺气肿见上述证候者。,用法与用量】含服，每次1片，每日3～6次。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610112143501F.jpg
http://www.zhongyoo.com/zhongchengyao/xxp_8589.html,新雪片,】磁石、石膏、滑石、寒水石、硝石、芒硝、栀子、竹叶卷心、广升麻、穿心莲、珍珠层粉、沉香、冰片、人工牛黄,功效与主治】消炎解热。用于各种热性病之发热，如扁桃腺炎、上呼吸道炎、咽炎、气管炎、感冒所引起的高热，以及温热病之烦热不解。,用法与用量】片，口服，小片每次4片，大片每次2片，每日3次;颗粒，口服，成人：每日2次，每次1瓶，儿童：每日3次，5岁以上每次1/2瓶，5岁以下每次1/3瓶，或遵医嘱。,http://www.zhongyoo.com//uploads/allimg/1610/2-161011214300527.jpg
http://www.zhongyoo.com/zhongchengyao/xdyys_8658.html,熊胆眼药水,】熊胆粉,功效与主治】清热解毒，去翳明目，消胂止痒。用于目赤肿痛症。对病毒性结膜炎、滤泡性结膜炎有较好疗效。还可用于消除视力疲劳。,用法与用量】滴入眼中，每次1～3滴，每日3～5次;急性患者前3天每2小时滴1次。,http://www.zhongyoo.com//uploads/allimg/1610/2-161011220510919.jpg
http://www.zhongyoo.com/zhongchengyao/zknp_8664.html,增抗宁片,白芍、黄芪、大枣、甜叶菊,功效与主治】益气健脾，养阴生津，清热，并能提高机体免疫能力。用于化疗、放疗以及不明原因引起的白细胞减少症、青春型痤疮，亦可用于慢性迁延性肝炎的治疗。,用法与用量】口服，每次6片，每日4次。,http://www.zhongyoo.com//uploads/allimg/1610/2-161011222214W6.jpg
http://www.zhongyoo.com/zhongchengyao/zrg_8665.html,增乳膏,王不留行、通草、熟地黄、当归、白芍、川芎、益母草、天花粉,功效与主治】补血活血，通络催乳。用于产后缺乳。,用法与用量】口服，每次30g，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610112222042D.jpg
http://www.zhongyoo.com/zhongchengyao/qhsqw_8667.html,噙化上清丸,薄荷、石膏、硼砂、甘草,功效与主治】清热散风。用于上焦风热之咽喉肿痛、口燥舌干、头目不清、口渴心烦、咽干声哑。,用法与用量】丸剂，含化，每次3～5丸，1～2小时1次;片剂，含化，每次l片，1～2小时1次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16101122213b23.jpg
http://www.zhongyoo.com/zhongchengyao/cajn_8675.html,潮安胶囊,】龙芽(忽)木干燥茎皮,功效与主治】活血化瘀，消炎止痛。用于痛经、月经不调、盆腔炎等。,用法与用量】口服，每次3～5粒，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-161011222022X0.jpg
http://www.zhongyoo.com/zhongchengyao/xdjxd_8676.html,熊胆救心丹,麝香、熊胆、牛黄、人参、珍珠、蟾酥、冰片、、猪胆膏、水牛角浓缩粉,功效与主治】强心益气，芳香开窍。用于心气不足所致的胸闷心痛、胸闷气短和心悸等症。,用法与用量】口服，每次2粒，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-161011222013555.jpg
